CustID,Week,Calls,Minutes,Amt
1234,17,49,196,52.92
1234,18,14,70,21
1234,19,91,364,105.56
1234,20,147,1764,423.36
1234,21,105,1365,81.9
1234,22,7,105,23.1
1234,23,147,1470,338.1
1234,24,105,525,136.5
1235,2,112,1120,313.6
1235,3,63,441,74.97
1235,4,35,350,70
1235,5,189,189,45.36
1235,6,112,1120,302.4
1235,7,70,910,236.6
1235,8,21,210,31.5
1235,9,182,910,154.7
1235,10,63,630,56.7
1235,11,49,147,33.81
1235,12,56,112,13.44
1235,13,28,140,37.8
1235,14,49,343,37.73
1235,15,56,504,90.72
1235,16,91,546,43.68
1235,17,133,532,154.28
1235,18,42,420,42
1235,19,63,126,26.46
1235,20,175,1575,236.25
1235,21,91,364,91
1235,22,56,840,58.8
1235,23,126,1134,328.86
1235,24,112,1680,504
1236,2,49,490,29.4
1236,3,56,112,19.04
1236,4,168,840,184.8
1236,5,70,630,126
1236,6,49,147,14.7
1236,7,63,630,126
1236,8,42,42,11.76
1236,9,203,1624,81.2
1236,10,56,168,40.32
1236,11,119,357,107.1
1236,12,56,280,50.4
1236,13,21,63,3.15
1236,14,133,1197,95.76
1236,15,70,350,98
1236,16,63,630,100.8
1236,17,42,420,117.6
1236,18,63,378,75.6
1236,19,28,140,12.6
1236,20,182,1274,293.02
1236,21,126,1008,151.2
1236,22,84,1260,63
1236,23,140,560,112
1236,24,119,1190,249.9
1237,2,126,1008,131.04
1237,3,56,392,23.52
1237,4,63,252,50.4
1237,5,84,1092,283.92
1237,6,49,98,26.46
1237,7,56,56,15.12
1237,8,28,28,5.04
1237,9,119,952,161.84
1237,10,56,168,40.32
1237,11,28,112,33.6
1237,12,70,560,123.2
1237,13,14,14,1.54
1237,14,42,210,63
1237,15,56,56,5.6
1237,16,28,196,39.2
1237,17,56,168,31.92
1237,18,42,546,27.3
1237,19,77,308,46.2
1237,20,161,644,70.84
1237,21,49,294,20.58
1237,22,154,154,35.42
1237,23,161,805,169.05
1237,24,105,945,264.6
1238,2,14,42,2.52
1238,3,70,980,235.2
1238,4,105,105,28.35
1238,5,147,1470,147
1238,6,119,238,35.7
1238,7,56,448,49.28
1238,8,21,105,7.35
1238,9,210,2100,483
1238,10,70,280,58.8
1238,11,91,1365,368.55
1238,12,56,112,23.52
1238,13,42,336,80.64
1238,14,56,56,15.68
1238,15,63,126,26.46
1238,16,77,770,184.8
1238,17,28,364,47.32
1238,18,49,343,24.01
1238,19,63,945,122.85
1238,20,49,343,89.18
1238,21,56,616,36.96
1238,22,14,140,28
1238,23,35,175,17.5
1238,24,140,1260,378
1239,2,70,1050,126
1239,3,56,392,62.72
1239,4,105,1365,204.75
1239,5,77,539,140.14
1239,6,28,140,21
1239,7,70,350,105
1239,8,14,14,2.38
1239,9,168,1008,50.4
1239,10,56,56,10.08
1239,11,63,630,56.7
1239,12,63,504,100.8
1239,13,63,252,65.52
1239,14,28,56,6.16
1239,15,56,336,100.8
1239,16,63,504,151.2
1239,17,21,42,2.1
1239,18,28,420,46.2
1239,19,70,420,117.6
1239,20,133,1729,121.03
1239,21,133,1463,380.38
1239,22,119,476,57.12
1239,23,133,1330,345.8
1239,24,112,1680,403.2
1240,2,91,1183,272.09
1240,3,63,378,83.16
1240,4,126,1764,229.32
1240,5,182,2002,180.18
1240,6,91,364,109.2
1240,7,56,56,2.8
1240,8,42,84,14.28
1240,9,133,399,91.77
1240,10,63,630,157.5
1240,11,28,84,13.44
1240,12,56,224,29.12
1240,13,42,84,10.92
1240,14,21,126,18.9
1240,15,70,140,29.4
1240,16,70,210,14.7
1240,17,203,609,91.35
1240,18,35,525,136.5
1240,19,63,945,85.05
1240,20,154,1386,332.64
1240,21,49,490,34.3
1240,22,154,308,61.6
1240,23,168,168,21.84
1240,24,63,567,51.03
1241,2,140,140,7
1241,3,56,560,39.2
1241,4,56,840,75.6
1241,5,42,168,47.04
1241,6,63,126,12.6
1241,7,63,567,130.41
1241,8,63,63,11.34
1241,9,119,1071,289.17
1241,10,56,168,18.48
1241,11,77,1001,280.28
1241,12,70,140,35
1241,13,49,735,102.9
1241,14,203,406,77.14
1241,15,63,126,12.6
1241,16,63,126,16.38
1241,17,84,1260,365.4
1241,18,42,630,132.3
1241,19,91,819,245.7
1241,20,168,1176,94.08
1241,21,7,28,5.04
1241,22,147,1029,288.12
1241,23,70,70,20.3
1241,24,112,672,80.64
1242,2,7,21,5.46
1242,3,70,630,138.6
1242,4,84,252,32.76
1242,5,70,490,93.1
1242,6,28,224,15.68
1242,7,56,56,14.56
1242,8,42,252,55.44
1242,9,182,1820,527.8
1242,10,70,910,200.2
1242,11,63,441,74.97
1242,12,63,945,217.35
1242,13,28,196,43.12
1242,14,84,168,33.6
1242,15,70,560,95.2
1242,16,91,364,58.24
1242,17,91,1365,395.85
1242,18,14,210,42
1242,19,28,28,7.28
1242,20,105,1260,138.6
1242,21,49,588,164.64
1242,22,14,70,8.4
1242,23,42,210,27.3
1242,24,112,448,98.56
1243,2,63,189,22.68
1243,3,63,756,90.72
1243,4,175,875,157.5
1243,5,133,931,121.03
1243,6,77,308,67.76
1243,7,70,420,67.2
1243,8,49,196,47.04
1243,9,196,1960,372.4
1243,10,63,252,30.24
1243,11,70,1050,262.5
1243,12,70,490,137.2
1243,13,35,525,78.75
1243,14,91,728,87.36
1243,15,70,70,6.3
1243,16,28,392,82.32
1243,17,196,392,58.8
1243,18,42,42,11.76
1243,19,21,105,5.25
1243,20,91,1365,122.85
1243,21,175,1575,330.75
1243,22,77,77,14.63
1243,23,175,1575,346.5
1243,24,112,1232,209.44
1244,2,49,245,34.3
1244,3,70,700,196
1244,4,140,980,225.4
1244,5,98,1372,260.68
1244,6,63,126,36.54
1244,7,63,252,75.6
1244,8,28,252,73.08
1244,9,175,525,120.75
1244,10,70,1050,283.5
1244,11,63,945,94.5
1244,12,70,1050,252
1244,13,42,210,14.7
1244,14,196,196,52.92
1244,15,56,168,13.44
1244,16,21,294,82.32
1244,17,189,189,20.79
1244,18,14,140,14
1244,19,140,1820,127.4
1244,20,112,672,67.2
1244,21,49,490,122.5
1244,22,119,476,47.6
1244,23,154,770,38.5
1244,24,175,1400,224
1245,2,147,294,55.86
1245,3,70,840,42
1245,4,147,1029,133.77
1245,5,70,140,26.6
1245,6,70,1050,304.5
1245,7,70,630,37.8
1245,8,35,455,45.5
1245,9,161,322,67.62
1245,10,70,1050,126
1245,11,91,1365,109.2
1245,12,56,280,36.4
1245,13,14,210,46.2
1245,14,189,567,141.75
1245,15,56,448,44.8
1245,16,140,1960,431.2
1245,17,133,1330,212.8
1245,18,70,490,98
1245,19,154,1848,184.8
1245,20,147,735,139.65
1245,21,154,2156,560.56
1245,22,154,1232,221.76
1245,23,42,462,73.92
1245,24,168,1680,117.6
1246,2,133,532,26.6
1246,3,56,560,123.2
1246,4,91,728,72.8
1246,5,126,756,166.32
1246,6,63,441,70.56
1246,7,70,910,118.3
1246,8,42,210,42
1246,9,147,588,152.88
1246,10,56,840,109.2
1246,11,28,420,84
1246,12,56,840,67.2
1246,13,42,210,25.2
1246,14,133,1064,53.2
1246,15,70,70,18.2
1246,16,154,1848,425.04
1246,17,21,210,48.3
1246,18,28,56,11.2
1246,19,63,63,8.19
1246,20,14,168,47.04
1246,21,140,700,119
1246,22,175,700,182
1246,23,63,126,18.9
1246,24,63,441,123.48
1247,2,49,588,111.72
1247,3,56,392,78.4
1247,4,119,1071,246.33
1247,5,42,420,88.2
1247,6,91,1365,109.2
1247,7,56,280,30.8
1247,8,14,210,31.5
1247,9,154,2156,237.16
1247,10,56,840,243.6
1247,11,21,21,6.09
1247,12,70,210,14.7
1247,13,14,70,5.6
1247,14,21,21,1.89
1247,15,63,567,153.09
1247,16,63,189,37.8
1247,17,42,84,5.88
1247,18,7,63,10.08
1247,19,35,420,63
1247,20,175,1750,157.5
1247,21,84,252,40.32
1247,22,168,336,20.16
1247,23,154,616,154
1247,24,91,910,273
1248,2,112,112,21.28
1248,3,70,490,24.5
1248,4,77,385,84.7
1248,5,84,756,204.12
1248,6,28,140,15.4
1248,7,56,840,235.2
1248,8,42,42,7.56
1248,9,196,1568,188.16
1248,10,70,70,14
1248,11,140,1400,280
1248,12,63,315,59.85
1248,13,70,140,16.8
1248,14,42,378,26.46
1248,15,56,224,42.56
1248,16,35,315,44.1
1248,17,21,84,22.68
1248,18,14,70,7
1248,19,140,1120,291.2
1248,20,147,1617,97.02
1248,21,147,1323,132.3
1248,22,49,735,44.1
1248,23,63,504,120.96
1248,24,70,980,264.6
1249,2,98,490,53.9
1249,3,63,567,51.03
1249,4,126,1260,365.4
1249,5,77,924,277.2
1249,6,21,315,50.4
1249,7,70,70,14
1249,8,14,126,31.5
1249,9,210,2100,168
1249,10,63,630,94.5
1249,11,154,1232,246.4
1249,12,56,112,31.36
1249,13,28,28,3.08
1249,14,21,84,24.36
1249,15,70,630,119.7
1249,16,140,420,67.2
1249,17,28,140,25.2
1249,18,56,112,20.16
1249,19,182,2002,300.3
1249,20,182,1274,191.1
1249,21,175,350,80.5
1249,22,14,140,9.8
1249,23,112,448,40.32
1249,24,49,735,124.95
1250,2,119,238,71.4
1250,3,56,728,131.04
1250,4,126,630,126
1250,5,140,560,39.2
1250,6,140,1120,190.4
1250,7,63,567,90.72
1250,8,70,630,170.1
1250,9,161,1932,483
1250,10,56,560,89.6
1250,11,63,126,10.08
1250,12,70,490,63.7
1250,13,7,35,4.2
1250,14,28,252,57.96
1250,15,70,70,11.2
1250,16,182,1820,345.8
1250,17,161,805,56.35
1250,18,42,168,20.16
1250,19,70,280,39.2
1250,20,70,1050,136.5
1250,21,21,189,18.9
1250,22,35,105,31.5
1250,23,49,49,2.94
1250,24,77,770,77
1251,2,56,448,22.4
1251,3,70,630,56.7
1251,4,119,357,96.39
1251,5,14,168,38.64
1251,6,154,770,177.1
1251,7,56,504,120.96
1251,8,28,224,17.92
1251,9,168,840,159.6
1251,10,70,140,7
1251,11,35,140,23.8
1251,12,70,700,112
1251,13,14,210,39.9
1251,14,161,161,35.42
1251,15,70,350,101.5
1251,16,70,700,70
1251,17,70,1050,168
1251,18,42,336,40.32
1251,19,126,1008,60.48
1251,20,7,35,3.5
1251,21,147,1323,145.53
1251,22,49,196,58.8
1251,23,49,441,97.02
1251,24,168,672,188.16
1252,2,42,42,3.78
1252,3,70,490,93.1
1252,4,133,665,139.65
1252,5,147,1029,61.74
1252,6,63,126,32.76
1252,7,70,1050,63
1252,8,7,28,7.84
1252,9,140,560,168
1252,10,70,280,75.6
1252,11,140,700,98
1252,12,70,1050,252
1252,13,56,280,81.2
1252,14,70,350,77
1252,15,63,441,44.1
1252,16,126,1260,75.6
1252,17,98,784,188.16
1252,18,63,252,22.68
1252,19,182,2002,240.24
1252,20,105,1575,94.5
1252,21,175,1225,134.75
1252,22,126,1638,442.26
1252,23,119,1666,199.92
1252,24,168,1680,470.4
1253,2,112,672,201.6
1253,3,70,840,193.2
1253,4,56,504,85.68
1253,5,161,1127,202.86
1253,6,35,280,22.4
1253,7,70,140,18.2
1253,8,14,84,12.6
1253,9,112,112,24.64
1253,10,70,350,70
1253,11,182,182,23.66
1253,12,63,441,97.02
1253,13,42,252,27.72
1253,14,98,686,82.32
1253,15,56,224,67.2
1253,16,182,546,141.96
1253,17,84,336,97.44
1253,18,49,98,18.62
1253,19,49,98,17.64
1253,20,112,448,67.2
1253,21,182,1092,163.8
1253,22,189,567,62.37
1253,23,28,224,58.24
1253,24,119,595,35.7
1254,2,154,770,115.5
1254,3,63,945,56.7
1254,4,175,2275,341.25
1254,5,112,1120,56
1254,6,140,420,71.4
1254,7,70,420,113.4
1254,8,56,224,60.48
1254,9,196,1764,458.64
1254,10,63,504,50.4
1254,11,70,1050,231
1254,12,56,504,120.96
1254,13,42,630,132.3
1254,14,84,336,57.12
1254,15,56,56,12.32
1254,16,49,539,150.92
1254,17,182,364,94.64
1254,18,35,525,63
1254,19,56,728,174.72
1254,20,49,245,61.25
1254,21,161,1449,434.7
1254,22,154,2156,107.8
1254,23,91,819,65.52
1254,24,98,1470,73.5
1255,2,161,1449,115.92
1255,3,56,336,94.08
1255,4,84,840,168
1255,5,14,98,9.8
1255,6,182,1274,165.62
1255,7,63,252,73.08
1255,8,42,462,101.64
1255,9,203,203,34.51
1255,10,56,168,48.72
1255,11,126,1008,110.88
1255,12,56,840,193.2
1255,13,63,504,80.64
1255,14,182,182,30.94
1255,15,63,504,90.72
1255,16,56,280,19.6
1255,17,119,119,11.9
1255,18,35,245,22.05
1255,19,7,98,8.82
1255,20,77,154,29.26
1255,21,49,196,17.64
1255,22,154,770,130.9
1255,23,63,567,113.4
1255,24,140,980,254.8
1256,2,77,770,223.3
1256,3,56,448,71.68
1256,4,105,735,132.3
1256,5,84,1092,141.96
1256,6,70,700,56
1256,7,56,616,184.8
1256,8,42,336,77.28
1256,9,133,532,63.84
1256,10,56,448,89.6
1256,11,182,728,138.32
1256,12,63,189,35.91
1256,13,49,343,54.88
1256,14,119,952,57.12
1256,15,63,63,18.9
1256,16,7,63,4.41
1256,17,210,1470,176.4
1256,18,63,945,47.25
1256,19,126,378,79.38
1256,20,56,448,40.32
1256,21,133,532,101.08
1256,22,98,784,172.48
1256,23,28,196,31.36
1256,24,42,84,10.08
1257,2,147,1029,51.45
1257,3,63,756,105.84
1257,4,84,924,120.12
1257,5,175,1575,330.75
1257,6,126,504,65.52
1257,7,56,448,44.8
1257,8,63,189,32.13
1257,9,203,406,89.32
1257,10,63,252,75.6
1257,11,49,98,21.56
1257,12,63,189,45.36
1257,13,35,35,5.25
1257,14,210,210,12.6
1257,15,56,504,55.44
1257,16,126,882,141.12
1257,17,133,399,55.86
1257,18,119,595,65.45
1257,19,21,189,20.79
1257,20,147,294,76.44
1257,21,154,2002,260.26
1257,22,84,840,210
1257,23,77,1001,220.22
1257,24,70,280,81.2
1258,2,147,1029,154.35
1258,3,63,630,157.5
1258,4,147,147,24.99
1258,5,49,343,65.17
1258,6,182,364,25.48
1258,7,63,189,32.13
1258,8,49,245,14.7
1258,9,112,1232,357.28
1258,10,63,126,37.8
1258,11,56,840,134.4
1258,12,56,56,8.96
1258,13,35,490,127.4
1258,14,133,1197,215.46
1258,15,56,392,19.6
1258,16,21,210,44.1
1258,17,56,280,25.2
1258,18,133,931,269.99
1258,19,133,532,31.92
1258,20,84,1260,214.2
1258,21,168,1176,82.32
1258,22,14,182,20.02
1258,23,63,567,73.71
1258,24,63,567,34.02
1259,2,126,252,25.2
1259,3,56,616,86.24
1259,4,49,49,12.74
1259,5,133,1596,399
1259,6,49,343,75.46
1259,7,63,504,55.44
1259,8,35,350,70
1259,9,105,1575,157.5
1259,10,56,840,50.4
1259,11,7,49,14.7
1259,12,56,784,156.8
1259,13,63,189,56.7
1259,14,56,392,94.08
1259,15,49,490,122.5
1259,16,133,399,31.92
1259,17,70,1050,294
1259,18,147,735,191.1
1259,19,119,595,142.8
1259,20,77,616,49.28
1259,21,105,735,110.25
1259,22,28,224,49.28
1259,23,70,700,154
1259,24,84,168,45.36
1260,2,140,560,50.4
1260,3,56,392,47.04
1260,4,84,168,47.04
1260,5,42,630,31.5
1260,6,56,392,101.92
1260,7,56,560,112
1260,8,35,490,39.2
1260,9,126,1134,136.08
1260,10,56,392,50.96
1260,11,126,504,90.72
1260,12,49,147,24.99
1260,13,119,1071,160.65
1260,14,70,700,189
1260,15,7,63,17.64
1260,16,119,357,17.85
1260,17,63,315,75.6
1260,18,63,315,85.05
1260,19,133,931,260.68
1260,20,77,770,161.7
1260,21,91,546,81.9
1260,22,63,252,63
1260,23,63,504,70.56
1260,24,161,1449,362.25
1261,2,161,2254,450.8
1261,3,49,735,80.85
1261,4,112,1568,423.36
1261,5,56,336,100.8
1261,6,7,56,14
1261,7,56,784,117.6
1261,8,63,945,94.5
1261,9,56,392,43.12
1261,10,49,735,95.55
1261,11,112,560,156.8
1261,12,7,63,10.71
1261,13,133,931,74.48
1261,14,63,567,170.1
1261,15,14,70,10.5
1261,16,133,532,106.4
1261,17,63,315,94.5
1261,18,49,98,17.64
1261,19,168,168,45.36
1261,20,63,945,94.5
1261,21,112,896,152.32
1261,22,126,756,196.56
1261,23,91,819,196.56
1261,24,84,1260,201.6
1262,2,35,490,83.3
1262,3,7,35,3.85
1262,4,56,112,14.56
1262,5,28,196,13.72
1262,6,126,1764,423.36
1262,7,49,735,198.45
1262,8,119,1190,309.4
1262,9,70,700,203
1262,10,7,35,4.2
1262,11,133,1330,292.6
1262,12,14,28,7.28
1262,13,147,441,70.56
1262,14,63,315,18.9
1262,15,63,252,35.28
1262,16,168,840,176.4
1262,17,56,112,19.04
1262,18,63,630,170.1
1262,19,77,539,37.73
1262,20,56,112,13.44
1262,21,147,1323,291.06
1262,22,14,154,15.4
1262,23,28,308,86.24
1262,24,119,952,218.96
1263,2,133,1862,465.5
1263,3,14,210,14.7
1263,4,161,966,106.26
1263,5,21,252,45.36
1263,6,21,63,13.23
1263,7,7,70,16.8
1263,8,133,266,77.14
1263,9,63,189,11.34
1263,10,14,210,18.9
1263,11,105,420,126
1263,12,63,945,274.05
1263,13,63,504,80.64
1263,14,56,224,56
1263,15,35,315,72.45
1263,16,77,770,231
1263,17,56,112,16.8
1263,18,56,448,80.64
1263,19,133,1463,102.41
1263,20,49,490,132.3
1263,21,14,210,50.4
1263,22,147,1617,274.89
1263,23,21,315,25.2
1263,24,49,98,27.44
1264,2,168,2016,342.72
1264,3,63,315,59.85
1264,4,175,1750,192.5
1264,5,203,2030,568.4
1264,6,133,1197,83.79
1264,7,14,112,6.72
1264,8,147,1470,264.6
1264,9,63,189,52.92
1264,10,63,504,50.4
1264,11,140,700,196
1264,12,35,280,75.6
1264,13,49,735,139.65
1264,14,56,504,45.36
1264,15,70,630,69.3
1264,16,133,399,119.7
1264,17,70,630,81.9
1264,18,161,966,57.96
1264,19,35,70,7.7
1264,20,154,462,124.74
1264,21,175,525,78.75
1264,22,154,1232,209.44
1264,23,140,700,70
1264,24,119,1071,235.62
1265,2,70,700,91
1265,3,35,175,10.5
1265,4,42,378,34.02
1265,5,84,924,110.88
1265,6,119,595,124.95
1265,7,63,126,20.16
1265,8,63,252,45.36
1265,9,56,224,33.6
1265,10,35,175,10.5
1265,11,126,252,75.6
1265,12,70,1050,315
1265,13,63,315,31.5
1265,14,70,630,138.6
1265,15,14,56,15.12
1265,16,35,455,109.2
1265,17,70,1050,115.5
1265,18,98,490,102.9
1265,19,91,364,40.04
1265,20,119,1666,249.9
1265,21,147,1176,105.84
1265,22,98,686,34.3
1265,23,154,1540,154
1265,24,175,700,133
1266,2,42,126,20.16
1266,3,70,140,19.6
1266,4,161,1932,231.84
1266,5,91,728,36.4
1266,6,133,266,55.86
1266,7,35,140,8.4
1266,8,49,490,78.4
1266,9,56,392,74.48
1266,10,70,140,19.6
1266,11,105,840,210
1266,12,14,28,8.4
1266,13,56,616,30.8
1266,14,70,280,67.2
1266,15,63,315,15.75
1266,16,91,455,113.75
1266,17,70,490,137.2
1266,18,91,728,145.6
1266,19,126,1260,289.8
1266,20,133,399,115.71
1266,21,182,910,63.7
1266,22,210,630,75.6
1266,23,63,630,144.9
1266,24,91,455,59.15
1267,2,175,1400,406
1267,3,14,140,35
1267,4,42,84,25.2
1267,5,196,588,29.4
1267,6,168,1680,285.6
1267,7,70,1050,52.5
1267,8,63,126,10.08
1267,9,70,700,49
1267,10,14,98,15.68
1267,11,147,1029,236.67
1267,12,63,693,62.37
1267,13,161,644,90.16
1267,14,70,350,73.5
1267,15,7,70,14.7
1267,16,126,756,98.28
1267,17,56,224,51.52
1267,18,161,1127,247.94
1267,19,63,945,75.6
1267,20,56,504,90.72
1267,21,70,490,73.5
1267,22,133,1330,305.9
1267,23,35,175,15.75
1267,24,63,189,11.34
1268,2,154,462,133.98
1268,3,63,315,18.9
1268,4,140,1680,218.4
1268,5,189,1323,238.14
1268,6,77,1155,196.35
1268,7,14,56,10.64
1268,8,56,112,10.08
1268,9,70,70,4.9
1268,10,63,126,23.94
1268,11,189,378,18.9
1268,12,7,28,5.04
1268,13,98,392,70.56
1268,14,56,560,44.8
1268,15,14,126,31.5
1268,16,63,945,141.75
1268,17,63,945,160.65
1268,18,140,420,100.8
1268,19,140,1400,378
1268,20,21,42,12.6
1268,21,7,56,15.12
1268,22,147,1470,367.5
1268,23,140,280,25.2
1268,24,49,343,51.45
1269,2,42,294,17.64
1269,3,7,105,14.7
1269,4,84,840,176.4
1269,5,133,399,79.8
1269,6,133,665,86.45
1269,7,63,126,21.42
1269,8,161,644,90.16
1269,9,70,910,163.8
1269,10,7,105,15.75
1269,11,126,378,60.48
1269,12,14,56,11.2
1269,13,91,910,200.2
1269,14,63,567,90.72
1269,15,21,147,10.29
1269,16,140,140,32.2
1269,17,63,315,50.4
1269,18,56,168,47.04
1269,19,42,210,14.7
1269,20,7,105,13.65
1269,21,105,1470,220.5
1269,22,98,1372,137.2
1269,23,182,728,174.72
1269,24,84,672,73.92
1270,2,63,315,40.95
1270,3,14,140,16.8
1270,4,140,980,107.8
1270,5,21,21,2.31
1270,6,35,385,57.75
1270,7,7,28,4.48
1270,8,98,882,149.94
1270,9,56,504,40.32
1270,10,14,28,1.4
1270,11,189,945,283.5
1270,12,21,210,46.2
1270,13,161,322,86.94
1270,14,63,441,114.66
1270,15,56,560,39.2
1270,16,42,630,50.4
1270,17,63,126,11.34
1270,18,147,1029,298.41
1270,19,189,945,189
1270,20,21,168,48.72
1270,21,112,1680,100.8
1270,22,119,595,178.5
1270,23,70,210,23.1
1270,24,105,105,31.5
1271,2,154,924,46.2
1271,3,21,21,5.46
1271,4,112,560,28
1271,5,42,168,18.48
1271,6,91,364,18.2
1271,7,14,126,6.3
1271,8,91,182,54.6
1271,9,63,945,274.05
1271,10,21,147,19.11
1271,11,203,609,182.7
1271,12,56,840,235.2
1271,13,140,1400,140
1271,14,63,630,69.3
1271,15,56,336,36.96
1271,16,189,189,28.35
1271,17,56,336,20.16
1271,18,28,392,47.04
1271,19,56,448,116.48
1271,20,21,315,44.1
1271,21,49,343,75.46
1271,22,63,630,182.7
1271,23,126,630,113.4
1271,24,42,420,100.8
1272,2,63,693,124.74
1272,3,56,840,67.2
1272,4,91,819,204.75
1272,5,21,189,22.68
1272,6,126,504,115.92
1272,7,21,42,9.66
1272,8,161,1610,322
1272,9,63,945,236.25
1272,10,56,840,159.6
1272,11,140,140,12.6
1272,12,56,560,39.2
1272,13,56,392,27.44
1272,14,56,336,26.88
1272,15,70,210,60.9
1272,16,56,560,140
1272,17,56,784,101.92
1272,18,154,462,50.82
1272,19,196,1568,235.2
1272,20,56,280,30.8
1272,21,77,385,34.65
1272,22,70,490,147
1272,23,182,364,87.36
1272,24,140,1260,151.2
1273,2,112,1680,420
1273,3,56,112,23.52
1273,4,56,728,160.16
1273,5,28,84,17.64
1273,6,63,630,88.2
1273,7,56,392,31.36
1273,8,140,1400,336
1273,9,63,945,47.25
1273,10,56,560,84
1273,11,175,700,168
1273,12,70,140,33.6
1273,13,147,294,38.22
1273,14,56,168,36.96
1273,15,56,336,50.4
1273,16,196,1372,137.2
1273,17,63,189,18.9
1273,18,77,693,83.16
1273,19,175,525,63
1273,20,49,539,134.75
1273,21,56,224,64.96
1273,22,168,168,16.8
1273,23,49,343,54.88
1273,24,84,420,71.4
1274,2,49,441,119.07
1274,3,70,350,80.5
1274,4,161,1449,231.84
1274,5,161,322,61.18
1274,6,140,560,56
1274,7,56,560,39.2
1274,8,56,448,31.36
1274,9,56,840,252
1274,10,70,350,101.5
1274,11,210,2100,315
1274,12,56,840,168
1274,13,28,252,63
1274,14,63,378,109.62
1274,15,21,42,10.08
1274,16,175,350,59.5
1274,17,56,504,100.8
1274,18,182,910,200.2
1274,19,28,196,49
1274,20,35,245,66.15
1274,21,147,147,41.16
1274,22,21,189,54.81
1274,23,56,840,151.2
1274,24,70,770,200.2
1275,2,49,343,37.73
1275,3,56,112,21.28
1275,4,91,637,101.92
1275,5,70,560,140
1275,6,42,420,42
1275,7,70,560,123.2
1275,8,147,441,83.79
1275,9,56,56,13.44
1275,10,56,560,61.6
1275,11,147,2058,514.5
1275,12,21,63,3.78
1275,13,154,1232,246.4
1275,14,56,112,10.08
1275,15,21,63,11.97
1275,16,28,280,75.6
1275,17,70,280,70
1275,18,84,1260,201.6
1275,19,182,364,105.56
1275,20,7,28,2.24
1275,21,84,1008,60.48
1275,22,91,819,73.71
1275,23,7,14,3.92
1275,24,77,539,37.73
1276,2,119,1190,357
1276,3,21,294,20.58
1276,4,49,588,135.24
1276,5,98,980,274.4
1276,6,189,1323,383.67
1276,7,56,560,56
1276,8,28,252,47.88
1276,9,63,630,119.7
1276,10,21,294,32.34
1276,11,105,315,28.35
1276,12,21,168,38.64
1276,13,77,231,57.75
1276,14,70,210,18.9
1276,15,14,84,11.76
1276,16,182,910,191.1
1276,17,70,1050,304.5
1276,18,133,1330,146.3
1276,19,77,693,159.39
1276,20,56,560,134.4
1276,21,77,770,130.9
1276,22,126,252,60.48
1276,23,126,882,44.1
1276,24,84,336,77.28
1277,2,28,84,24.36
1277,3,21,63,15.12
1277,4,119,476,142.8
1277,5,84,168,45.36
1277,6,56,840,142.8
1277,7,21,189,28.35
1277,8,154,616,172.48
1277,9,56,224,42.56
1277,10,21,63,4.41
1277,11,175,1575,299.25
1277,12,14,140,39.2
1277,13,182,1274,343.98
1277,14,70,420,105
1277,15,70,700,168
1277,16,77,308,83.16
1277,17,63,630,69.3
1277,18,168,1176,199.92
1277,19,154,1078,280.28
1277,20,35,525,26.25
1277,21,77,308,58.52
1277,22,154,924,101.64
1277,23,112,224,64.96
1277,24,147,1176,223.44
1278,2,91,273,30.03
1278,3,14,126,27.72
1278,4,133,798,199.5
1278,5,182,182,43.68
1278,6,196,1764,282.24
1278,7,21,84,9.24
1278,8,77,385,103.95
1278,9,70,140,12.6
1278,10,14,126,16.38
1278,11,133,665,139.65
1278,12,70,1050,315
1278,13,84,1260,214.2
1278,14,63,630,138.6
1278,15,70,210,16.8
1278,16,154,616,160.16
1278,17,63,945,94.5
1278,18,56,168,11.76
1278,19,112,1456,145.6
1278,20,56,560,84
1278,21,63,63,6.3
1278,22,112,1008,171.36
1278,23,133,1862,521.36
1278,24,14,56,8.96
1279,2,63,252,45.36
1279,3,70,140,18.2
1279,4,133,1064,106.4
1279,5,119,238,21.42
1279,6,175,1400,406
1279,7,14,70,18.2
1279,8,182,182,43.68
1279,9,70,420,21
1279,10,70,140,28
1279,11,189,1512,105.84
1279,12,70,1050,210
1279,13,133,266,71.82
1279,14,63,189,45.36
1279,15,21,168,21.84
1279,16,112,896,161.28
1279,17,70,630,182.7
1279,18,133,1463,102.41
1279,19,14,14,1.96
1279,20,203,2030,466.9
1280,2,28,140,15.4
1280,3,70,1050,52.5
1280,4,133,1596,175.56
1280,5,210,630,189
1280,6,28,140,26.6
1280,7,70,280,42
1280,8,84,420,33.6
1280,9,63,315,66.15
1280,10,70,1050,189
1280,11,154,1232,283.36
1280,12,21,63,12.6
1280,13,168,1176,246.96
1280,14,70,560,117.6
1280,15,56,504,50.4
1280,16,14,56,6.16
1280,17,56,616,141.68
1280,18,21,42,5.46
1280,19,28,84,8.4
1280,20,7,21,4.2
1280,21,56,392,27.44
1280,22,14,70,20.3
1280,23,105,315,47.25
1280,24,70,70,3.5
1281,2,77,770,215.6
1281,3,21,210,39.9
1281,4,56,560,168
1281,5,133,1197,275.31
1281,6,182,1092,196.56
1281,7,70,210,54.6
1281,8,133,931,260.68
1281,9,63,63,8.19
1281,10,21,210,27.3
1281,11,161,1610,128.8
1281,12,56,840,218.4
1281,13,56,728,182
1281,14,56,504,126
1281,15,70,350,59.5
1281,16,28,56,3.36
